fips,ag_emp_share
01001,0.00810090032283291
01003,0.00748433816690747
01005,0.0145612218483044
01007,0
01009,0
01011,0.0403631787126933
01013,0.0295801174341741
01015,0
01017,0.0215047894550119
01019,0.0342939347533528
01021,0
01023,0.026898375519456
01025,0.0168618554172543
01027,0.0142554194156456
01029,0
01031,0.0202084264237427
01033,0.00208324864842893
01035,0.0315428571428571
01037,0.00978540772532189
01039,0
01041,0
01043,0.00554802812497495
01045,0
01047,0
01049,0
01051,0.00488650147288165
01053,0.0159440128014807
01055,0
01057,0.0327858456465217
01059,0.00772384425468301
01061,0
01063,0.0194702934860415
01065,0.070662581386442
01067,0.0679462571976967
01069,0
01071,0
01073,0.000221259422247397
01075,0
01077,0
01079,0
01081,0
01083,0
01085,0
01087,0.0123851790690474
01089,0.00146888689570903
01091,0.0504270865493465
01093,0.00725522767246434
01095,0
01097,0.00376070370549549
01099,0.0366119302949062
01101,0.000764472861213427
01103,0.00122968652452752
01105,0.0151473799126638
01107,0
01109,0
01111,0
01113,0.0035181236673774
01115,0.0042628935523735
01117,0.00187361458076774
01119,0.0171904844591075
01121,0
01123,0
01125,0.00154896232117671
01127,0.00787997980173811
01129,0
01131,0.0271810199887913
01133,0
01999,0
02013,0
02016,0
02020,0.00192183525151597
02050,0
02060,0
02063,0
02066,0
02068,0
02070,0
02090,0.00371344576821909
02100,0
02105,0
02110,0.00428250392209518
02122,0.00636347916306415
02130,0
02150,0
02158,0
02164,0
02170,0.00769699550034645
02180,0
02185,0
02188,0
02195,0
02198,0
02220,0.0148680253925827
02230,0
02240,0.00788692800249883
02275,0
02282,0
02290,0.0116467162730508
02999,0.00186370634470464
04001,0
04003,0.0296073112954362
04005,0.00112842111619341
04007,0.0012553997785506
04009,0
04011,0.00302913946840736
04012,0.0854119128176883
04013,0.00256467913895862
04015,0.00240803952291965
04017,0.0184179559816954
04019,0.00117543496271748
04021,0.0119760575598964
04023,0.0319222509372839
04025,0.00556683522097855
04027,0
04999,0.000768775126973925
05001,0.00816647035728308
05003,0
05005,0
05007,0.00479393798809248
05009,0
05011,0
05013,0
05015,0
05017,0.0818565400843882
05019,0
05021,0.0507687379884689
05023,0
05025,0.030224321133412
05027,0.00838091729600295
05029,0.024195084778053
05031,0
05033,0
05035,0
05037,0.0494053544297166
05039,0.0289939112786315
05041,0.0661945628038169
05043,0.0399795581413633
05045,0.000947449237956777
05047,0.0149454491107458
05049,0
05051,0.00197744922146122
05053,0
05055,0
05057,0
05059,0.0110620843950034
05061,0
05063,0
05065,0
05067,0
05069,0.00672028420585188
05071,0
05073,0.0664026095060578
05075,0.0350494926227977
05077,0.102579852579853
05079,0
05081,0
05083,0.00789204462415355
05085,0
05087,0
05089,0
05091,0.00564891678477425
05093,0.0240516326480243
05095,0.0468527485046995
05097,0
05099,0.0105493630573248
05101,0.013573543928924
05103,0.0116161439983256
05105,0
05107,0.0754892823858341
05109,0
05111,0
05113,0
05115,0
05117,0.0913408263416179
05119,0.000408566596355206
05121,0.0399363564041368
05123,0.0259749843190791
05125,0
05127,0
05129,0
05131,0.000136466908618807
05133,0.0232698094282849
05135,0
05137,0.003749882816162
05139,0.00635545131270334
05141,0.00862628097029446
05143,0
05145,0.00623424857408144
05147,0
05149,0.0150706198644402
05999,0.00114736933949917
06001,0.000882359547753558
06003,0
06005,0.0130886923260818
06007,0.0337956310648884
06009,0
06011,0.000282927355033412
06013,0.00208301868635499
06015,0.0361880696688025
06017,0.00186034178969157
06019,0.0968718430759254
06021,0.114797015302896
06023,0.000143835222369254
06025,0.0670306001188354
06027,0.0041209682652995
06029,0.0800022408072689
06031,0
06033,0
06035,0.0486279583805057
06037,0.00102671411395632
06039,0.217831729124075
06041,0.000101272203930712
06043,0
06045,0
06047,0
06049,0.112655714027803
06051,0
06053,0.271036690309467
06055,0.0770724137286308
06057,0.00745261805332477
06059,0.00102145877458111
06061,0.00135543962138678
06063,0
06065,0.00672750458015244
06067,0.00440572851266359
06069,0.0974685126296641
06071,0.00285808979552255
06073,0.00586527533802525
06075,0.000251351810280218
06077,0.0472449902993228
06079,0.0465008639842014
06081,0.00314687683415438
06083,0.134826682444519
06085,0.00267840716354734
06087,0.0699424057292278
06089,0
06091,0
06093,0.0493864218239605
06095,0.0103308122786099
06097,0.0301644864186245
06099,0.0317168720809711
06101,0.109628326705415
06103,0
06105,0
06107,0.100086515079451
06109,0.00945187330118968
06111,0.0733106203583421
06113,0.04162284916505
06115,0
06999,0.00138025055827479
08001,0.00357195654519084
08003,0
08005,0.000477348769574615
08007,0.00701772359389407
08009,0.0173178458289335
08011,0.0441332484617017
08013,0.00336316075212035
08014,0
08015,0
08017,0.101339745791824
08019,0
08021,0.0274616901835837
08023,0.145700433784129
08025,0.0859934853420196
08027,0
08029,0.0472791656292362
08031,0.00250004872525864
08033,0
08035,0.00171269136488458
08037,0.00114928117686393
08039,0.0128650193996324
08041,0.00137832857058602
08043,0.00435266900865393
08045,0.00601155654452141
08047,0
08049,0.000816647510737402
08051,0
08053,0
08055,0.0131972789115646
08057,0.0920997042670047
08059,0.00182607976671352
08061,0.0592138846350179
08063,0.0700356816861671
08065,0
08067,0.00318415165102441
08069,0.00513366815226503
08071,0.00564971751412429
08073,0.0220869957178274
08075,0.0392232759176827
08077,0.00452829625650896
08079,0
08081,0.00579848920097883
08083,0.00648216742512435
08085,0.0149041977475501
08087,0.0327500523620023
08089,0.040486162437382
08091,0.00823648877355297
08093,0.00994272987591473
08095,0.230105731775181
08097,0
08099,0
08101,0
08103,0.0149394693912596
08105,0.195678535993826
08107,0.00389356606573515
08109,0.210213608714104
08111,0
08113,0.000274423710208562
08115,0.10663021189337
08117,0
08119,0.000414593698175788
08121,0
08123,0.0332916881017124
08125,0.0441477801924868
08999,0
09110,0.00154747748550029
09120,0
09130,0
09140,0.0036783421696321
09150,0.00593673250544813
09160,0.00866458417260486
09170,0.00241884915844391
09180,0.00894378110912274
09190,0.000531807548029411
09999,2.55393919581563e-05
10001,0
10003,0
10005,0
10999,0
11001,1.67499016353816e-05
11999,0
12001,0.000202066284926035
12003,0.00279853817535311
12005,0.00091307799346206
12007,0.000475398145947231
12009,0.000590184399150052
12011,0.000358729948499624
12013,0.0259093366283111
12015,0.00264240492239744
12017,0.00187093762344238
12019,0.000496118093513909
12021,0.00699184005992798
12023,0.0085100376095264
12027,0.0160585784623154
12029,0.0193201995434176
12031,0.000696671150427447
12033,0.000541040304078348
12035,0.00367809003612017
12037,0.0052783447110986
12039,0.000221363906996626
12041,0.0549645390070922
12043,0.000938321030902039
12045,0.00112248809067514
12047,0.0187078874355925
12049,0.000124457719934571
12051,0.100676183320811
12053,0.00256605628610053
12055,0.000112438267066832
12057,0.00266182335057449
12059,0.00274423710208562
12061,0.00654090290962649
12063,0.00820226619313377
12065,0.0615353205389955
12067,0.00266903914590747
12069,0.00992701197259748
12071,0.00217100798707244
12073,0.000389464600722419
12075,0.00924307793129813
12077,0.0239862178637689
12079,0.00082948830939914
12081,0.00155116151112372
12083,0.00660859210979852
12085,0.00189540738231865
12086,0.00358023708335724
12087,0.000929348287874926
12089,0.00553747113058976
12091,6.42249997207609e-05
12093,0.000716000080676065
12095,0.0012346980517193
12097,0.00148856715703089
12099,0.00476211869356215
12101,0.00255017998733965
12103,0.000247988123289341
12105,0.00333510169350065
12107,0.017944936086529
12109,5.30629984131637e-05
12111,0.00302634093912138
12113,0.00363604064113511
12115,0.000143210758938191
12117,0.000600391279389885
12119,0.00653460236314816
12121,0.000509122646606542
12123,0.00181262284341559
12125,0.00917463442069741
12127,0.000930173561930533
12129,0.00650226736124124
12131,0.00067340549756786
12133,0.000758755640749171
12999,0.000818483364684597
13001,0.0400612231316963
13003,0.0144927536231884
13005,0.0164944356120827
13007,0
13009,0
13011,0
13013,0
13015,0
13017,0.0585073844271607
13019,0.0368718016008398
13021,0
13023,0.0138504155124654
13025,0
13027,0.121728637152123
13029,0.00322719449225473
13031,0
13033,0
13035,0
13037,0
13039,0.00134692790803302
13043,0.0209725158562368
13045,0
13047,0
13049,0
13051,0.000455161487502754
13053,0
13055,0.0131323683032383
13057,0.00172024513493173
13059,0
13061,0.319391634980989
13063,0
13065,0.082635342185904
13067,7.07953106225441e-05
13069,0.0317800740885163
13071,0.0682735408125827
13073,0
13075,0
13077,0
13079,0
13081,0
13083,0.00115125267255085
13085,0.00111319683939407
13087,0
13089,0.00062100594909201
13091,0.00588708865854886
13093,0.0304273846461816
13095,0.00301850735896893
13097,0
13099,0
13101,0.505631067961165
13103,0
13105,0.00989326765188834
13107,0.0236048478015784
13109,0.0221928520292968
13111,0
13113,0
13115,0
13117,0.00114157818967069
13119,0.0257361963190184
13121,0.000189265442417172
13123,0
13125,0
13127,0
13129,0.00559061496764644
13131,0.0756798031646375
13133,0
13135,0.000253987539746142
13137,0
13139,0
13141,0
13143,0
13145,0.00400377714825307
13147,0.0280701754385965
13149,0.0146524440276638
13151,0
13153,0
13155,0.0460988536916061
13157,0
13159,0.0305841574064635
13161,0.0805184142622566
13163,0
13165,0.00923822504922005
13167,0.0371665133394664
13169,0.0112565910302743
13171,0
13173,0.0580222890500619
13175,0
13177,0
13179,0
13181,0.0722622725712324
13183,0
13185,0
13187,0
13189,0
13191,0
13193,0
13195,0
13197,0
13199,0.0287521859890958
13201,0.0464519440523547
13205,0
13207,0
13209,0.0357261548687272
13211,0.0175939807088507
13213,0.00854053726642236
13215,0
13217,0.00185411866359447
13219,0
13221,0.0606563203411918
13223,0
13225,0
13227,0
13229,0
13231,0
13233,0
13235,0.0464685653822414
13237,0.0320851399290501
13239,0
13241,0
13243,0.102853831667391
13245,0.000336307250303878
13247,0
13249,0
13251,0.0294193327043486
13253,0.146189401268408
13255,0.00135388682785382
13257,0
13259,0.0279553903345725
13261,0.037792381096256
13263,0
13265,0
13267,0.130942091616249
13269,0
13271,0.0232080261090294
13273,0.0615204678362573
13275,0
13277,0
13279,0.049437656768347
13281,0
13283,0
13285,0
13287,0.0437823834196891
13289,0
13291,0
13293,0
13295,0.000999716746921706
13297,0.00355724139232504
13299,0.0114541662392724
13301,0
13303,0.00801306986152171
13305,0.00831852917124891
13307,0.108376963350785
13309,0.106326677892711
13311,0.023124115148655
13313,0
13315,0.0377637130801688
13317,0
13319,0.0206756994545135
13321,0
13999,0.00118608677265459
15001,0
15003,0.00360326117107087
15007,0
15009,0
15999,0
16001,0.00226690953332513
16003,0.0459320791595407
16005,0
16007,0
16009,0.000736214385629095
16011,0.0159394023885868
16013,0.0087037132409744
16015,0.0209897136502641
16017,0.010851067151712
16019,0
16021,0
16023,0
16025,0
16027,0.0384891873377255
16029,0.0424221453287197
16031,0.152886334867086
16033,0
16035,0
16037,0
16039,0
16041,0.0292932991578177
16043,0
16045,0
16047,0
16049,0.0511382202374469
16051,0.0873547114985471
16053,0.116023458967313
16055,0.00564046771518807
16057,0.0179724365854074
16059,0.027183396087795
16061,0
16063,0.243360277136259
16065,0
16067,0
16069,0
16071,0
16073,0
16075,8.76608576738315e-05
16077,0.155570864908875
16079,0
16081,0.0179799874921826
16083,0
16085,0
16087,0.0167289402173913
16999,0.00158689586129039
17001,0.00454246977480783
17003,0.0309306821320077
17005,0.0251195514758424
17007,0
17009,0.00505519447023625
17011,0
17013,0.0107490762512597
17015,0.0101419878296146
17017,0
17019,0.00388447365381991
17021,0
17023,0.0185896711492824
17025,0.0321857485988791
17027,0
17029,0
17031,0.000367411465563728
17033,0.00677171076536848
17035,0
17037,0.0100079352049472
17039,0.0229936432260628
17041,0
17043,0.000668284253167351
17045,0.0296000282915444
17047,0.0106854313265572
17049,0
17051,0.0150621810434524
17053,0
17055,0.00216207340102356
17057,0
17059,0.127659574468085
17061,0.0513268537730698
17063,0.00236598316042032
17065,0
17067,0
17069,0
17071,0
17073,0
17075,0
17077,0
17079,0.0300347416788076
17081,0.00127839258274041
17083,0
17085,0
17087,0
17089,0.00289240777834484
17091,0.00925413551539413
17093,0.00409678553613921
17095,0
17097,0.00131475827510977
17099,0.00834507355087639
17101,0.022582441378457
17103,0.00332775346388883
17105,0
17107,0.0209553353803298
17109,0.0105465004793864
17111,0.00697234423254154
17113,0
17115,0
17117,0
17119,0.0019066115604609
17121,0.0094526665732081
17123,0
17125,0
17127,0.00225949422090901
17129,0
17131,0.0249455884815001
17133,0
17135,0.0265963479641601
17137,0.00484592445328032
17139,0.0171871217622852
17141,0.0205316619840069
17143,0.00105554917279412
17145,0
17147,0.039983844911147
17149,0
17151,0
17153,0
17155,0
17157,0.00136518771331058
17159,0.00307272106520997
17161,0.00135047728710436
17163,0.00362403165209296
17165,0.00329252596605705
17167,0.00142834352960381
17169,0
17171,0
17173,0
17175,0.0988680326694369
17177,0.0335331746077278
17179,0
17181,0
17183,0.006253757102135
17185,0.0181052320425658
17187,0.0418148423150573
17189,0.0288914137315371
17191,0.0257907542579075
17193,0.0307410903941468
17195,0
17197,0.0012649576522386
17199,0
17201,0.0011977720260245
17203,0.0292704237658366
17999,0.0014519849147762
18001,0
18003,0.00114014024354907
18005,0
18007,0.0894811994288434
18009,0
18011,0.00477146335845207
18013,0.00763416477702192
18015,0.0348027842227378
18017,0
18019,0.000323928197318548
18021,0
18023,0.0182587300902145
18025,0.00563417190775681
18027,0.0162133793181009
18029,0
18031,0
18033,0
18035,0.00171464518535426
18037,0
18039,0
18041,0
18043,0
18045,0.0259636108465741
18047,0.00771989544708528
18049,0
18051,0.00475963272858456
18053,0
18055,0
18057,0.00513835676050723
18059,0.0052817658646526
18061,0.00454921422663358
18063,0.00219272653567634
18065,0
18067,0
18069,0
18071,0.0260634780692087
18073,0
18075,0
18077,0
18079,0
18081,0.000586213328359402
18083,0.0217203829569539
18085,0
18087,0
18089,0.00155893773618297
18091,0
18093,0.00271222716286278
18095,0.00540075721956893
18097,0.000858537052861923
18099,0
18101,0.00355363868302758
18103,0.0173891544420636
18105,0.00153674832962138
18107,0
18109,0.00461067225536031
18111,0
18113,0
18115,0
18117,0
18119,0.00345202629214546
18121,0
18123,0.00360297536029754
18125,0
18127,0
18129,0.00953651958739956
18131,0
18133,0.00604047115675023
18135,0
18137,0.00998532857424398
18139,0
18141,0
18143,0
18145,0.00927352960547981
18147,0
18149,0.0288553639846743
18151,0.00575321029134257
18153,0
18155,0
18157,0.00254195165699591
18159,0.096257877418995
18161,0.00306138068268789
18163,0.000783491349046559
18165,0
18167,0.00226393481596749
18169,0.0109001689325074
18171,0
18173,0.00362134950137858
18175,0.00726675029196765
18177,0
18179,0.01674789543642
18181,0
18183,0.00682690940122316
18999,0.00155558004849602
19001,0.0173348669076569
19003,0
19005,0.0606060606060606
19007,0
19009,0.150528885272579
19011,0
19013,0
19015,0
19017,0
19019,0
19021,0.0413883004725436
19023,0
19025,0.023682810005322
19027,0
19029,0
19031,0
19033,0.00139260960156483
19035,0.0337951838028529
19037,0
19039,0
19041,0
19043,0
19045,0
19047,0.00852781056077969
19049,0
19051,0
19053,0
19055,0
19057,0
19059,0
19061,0
19063,0.0345476441366852
19065,0
19067,0.0214498336543513
19069,0.0622321594931992
19071,0.0491506228765572
19073,0.0288557981637219
19075,0.082993523626769
19077,0.0689080720884446
19079,0
19081,0
19083,0
19085,0.0209191957037592
19087,0
19089,0.0668966297217824
19091,0
19093,0.0307874070470498
19095,0
19097,0
19099,0
19101,0
19103,0
19105,0
19107,0
19109,0.0472978094444023
19111,0
19113,0.00123082167752472
19115,0
19117,0.0150174708200134
19119,0
19121,0.0187430445733029
19123,0
19125,0
19127,0
19129,0
19131,0
19133,0
19135,0
19137,0
19139,0
19141,0.0403489640130862
19143,0.278696051423324
19145,0
19147,0.075202836299175
19149,0
19151,0
19153,0.000710862418601136
19155,0
19157,0
19159,0
19161,0
19163,0.00201509257604706
19165,0.0239722905842676
19167,0.0667783421592997
19169,0
19171,0
19173,0.0492502742898939
19175,0
19177,0
19179,0
19181,0.00799485909769604
19183,0
19185,0.00130378096479791
19187,0.00324393540584762
19189,0.0694470419549903
19191,0
19193,0
19195,0
19197,0.148441247002398
19999,0
20001,0.00224639915429679
20003,0.0139903302129411
20005,0
20007,0.0211656926235982
20009,0.0238053979118832
20011,0.00774809676111537
20013,0
20015,0.00652887675644396
20017,0
20019,0.049739921976593
20021,0
20023,0
20025,0.127971822717934
20027,0.0352214037761409
20029,0
20031,0.00405435843531797
20033,0.0452934226073257
20035,0.00197488256159525
20037,0.00625125743684074
20039,0
20041,0.0166198501872659
20043,0
20045,0.00164321659648762
20047,0
20049,0.0266084193804607
20051,0.0025369227288886
20053,0.00296871431833752
20055,0.0328787731728623
20057,0.0179818387568657
20059,0.0116238979461163
20061,0
20063,0.112070827035198
20065,0.0203735144312394
20067,0.118287153652393
20069,0.2006683640993
20071,0.142914012738854
20073,0.0175054704595186
20075,0
20077,0.0295707147955542
20079,0.00374254139745084
20081,0.318517486414937
20083,0.220841683366733
20085,0
20087,0
20089,0
20091,0.000458732257756409
20093,0
20095,0.0186224717098815
20097,0.0184280639431616
20099,0
20101,0.250996015936255
20103,0
20105,0.0421686746987952
20107,0.0248714576109052
20109,0
20111,0.000861018601250914
20113,0.00392745579716738
20115,0.0171619924654667
20117,0
20119,0
20121,0.00728348073711016
20123,0.054809933295829
20125,0.00868950186925331
20127,0
20129,0.0394287488357653
20131,0
20133,0.0122322978969709
20135,0.00806451612903226
20137,0
20139,0
20141,0.00539784086365454
20143,0.0202000769526741
20145,0.0247578040904198
20147,0.0457449235683322
20149,0
20151,0.0557691266446478
20153,0.0566037735849057
20155,0.00768988163704501
20157,0
20159,0.0700879380496128
20161,0
20163,0.015735752764389
20165,0
