site_id,name,operator,county_fips,lat,lon,status,status_date,mw,cooling,water_source,power_source,confidence,source_url,notes
COMP-056,Borden County Data Center,"Borden County DC, LLC",,,,operating,11/11/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Borden County DC, LLC; occupant=Borden County DC, LLC; operator=Borden County DC, LLC; addr_guess=NA; verify county/MW"
COMP-057,Bull Data Center,IE US Development Holdings 5 Inc.,,,,operating,11/04/2024,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=IE US Development Holdings 5 Inc.; occupant=IE US Hardware 1 Inc.; operator=IE US Development Holdings 5 Inc.; addr_guess=NA; verify county/MW
COMP-058,C1 Bosque I,"Design, LLC",,,,operating,03/06/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Bosque Parcel 2, LLC; occupant=Google, LLC; operator=Design, LLC; addr_guess=NA; verify county/MW"
COMP-059,C1 Bosque II LLC,C1 Bosque II LLC,,,,operating,04/13/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=C1 Bosque II LLC; occupant=Amazon Data Services, Inc.; operator=C1 Bosque II LLC; addr_guess=NA; verify county/MW"
COMP-060,"Cedarvale, Barslow/Pyote TX Data Center","Nscale Ward County, LLC Ionic Digital Mining, LLC",,,,operating,03/16/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Ionic Digital Cedarvale LLC; occupant=Nscale Ward County Borrower SPV, LLC; operator=Nscale Ward County, LLC Ionic Digital Mining, LLC; addr_guess=NA; verify county/MW"
COMP-061,Childress Data Center,IE US Development Holdings 3 Inc.,,,,operating,08/10/2022,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=IE US Development Holdings 3 Inc.; occupant=IE US Hardware 1 Inc.; operator=IE US Development Holdings 3 Inc.; addr_guess=NA; verify county/MW
COMP-062,Cinco Data Center,Google LLC,,,,operating,09/11/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Rowan Cinco LLC; occupant=Design LLC; operator=Google LLC; addr_guess=NA; verify county/MW
COMP-063,Cipher Barber Lake LLC Data Center,Fluidstack USA II INC.,,,,operating,11/07/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Cipher Barber Lake LLC; occupant=Anthropic, PBC; operator=Fluidstack USA II INC.; addr_guess=NA; verify county/MW"
COMP-064,Cipher Black Pearl LLC Data Center,"Amazon Data Services, Inc.",,,,operating,01/23/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Cipher Black Pearl, LLC; occupant=Amazon Data Services, Inc.; operator=Amazon Data Services, Inc.; addr_guess=NA; verify county/MW"
COMP-065,Cottonwood Data Center,Core Scientific Inc.,,,,operating,09/12/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Core Scientific Inc.; occupant=Core Scientific Inc.; operator=Core Scientific Inc.; addr_guess=NA; verify county/MW
COMP-066,Cutten Data Center,"SF HOUC, LLC",,,,operating,10/10/2024,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=SF HOUC, LLC; occupant=SF HOUC, LLC; operator=SF HOUC, LLC; addr_guess=NA; verify county/MW"
COMP-067,Cyrusone LLC - Houston West III Data Center,Cyrusone LLC,,,,operating,01/31/2022,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Cyrusone LLC; occupant=Paile LLC; operator=Cyrusone LLC; addr_guess=NA; verify county/MW
COMP-068,Denton Data Center,"Core Scientific, Inc. Coreweave, Inc.",,,,operating,09/19/2024,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=; occupant=Coreweave Compute Acquisition Co V LLC; operator=Core Scientific, Inc. Coreweave, Inc.; addr_guess=NA; verify county/MW"
COMP-069,DFW02 LANCASTER (STACK),"SI DFW02A, LLC Stack Infrastructure III TRC, LLC",,,,operating,10/31/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=SI DFW02A, LLC; occupant=SI DFW02A, LLC; operator=SI DFW02A, LLC Stack Infrastructure III TRC, LLC; addr_guess=NA; verify county/MW"
COMP-070,DFW-04 Data Center,"Lambda, Inc.",,,,operating,01/27/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Aligned Data Centers (Plano) Propco, LLC; occupant=Lambda Procurement, LLC.; operator=Lambda, Inc.; addr_guess=NA; verify county/MW"
COMP-071,ECX AUS11-16,"EdgeConnex MCN Austin Operations 5, LLC",,,,operating,04/24/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=EdgeConnex MCN Austin Property 5, LLC; occupant=EdgeConnex MCN Austin Operations 5, LLC; operator=EdgeConnex MCN Austin Operations 5, LLC; addr_guess=NA; verify county/MW"
COMP-072,EdgeConneX AU02,"DFW33220N Operations 1, LLC",,,,operating,07/11/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=DFW33220N, LLC; occupant=Coreweave, Inc.; operator=DFW33220N Operations 1, LLC; addr_guess=NA; verify county/MW"
COMP-073,Fermi Data Center 1,"Fermi Equipment Holdco, LLC",,,,operating,09/05/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Fermi Inc. Fermi Equipment Holdco, LLC Firebird Equipment Holdco, LLC Fermi Campus 1, LLC Fermi Warehouse, LLC Fermi High Voltage Warehouse, LLC Fermi Turbine Warehouse, LLC Fermi Mobile Gen, LLC; occupant=Fermi Equipment Holdco, LLC; operator=Fermi Equipment Holdco, LLC; addr_guess=NA; verify county/MW"
COMP-074,Fluidstack Abernathy Data Center,FS AB LLC,,,,operating,01/20/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=FS AB LLC; occupant=Anthropic, PBC; operator=FS AB LLC; addr_guess=NA; verify county/MW"
COMP-075,Freestone Data Center,"Paile, LLC",,,,operating,03/24/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=C1 Freestone 1, LLC; occupant=Paile, LLC; operator=Paile, LLC; addr_guess=NA; verify county/MW"
COMP-076,Giga Texas Datacenter,"Tesla, Inc.",,,,operating,04/10/2024,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Tesla, Inc.; occupant=Tesla, Inc.; operator=Tesla, Inc.; addr_guess=NA; verify county/MW"
COMP-077,Gulf Horizon Data Center,"Amazon Data Services, Inc.",,,,operating,05/04/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Amazon Data Services, Inc.; occupant=Amazon Data Services, Inc.; operator=Amazon Data Services, Inc.; addr_guess=NA; verify county/MW"
COMP-078,HEL02 DC,"Coreweave, Inc. Galaxy Helios II LLC",,,,operating,11/07/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Galaxy Helios II LLC; occupant=Coreweave, Inc.; operator=Coreweave, Inc. Galaxy Helios II LLC; addr_guess=NA; verify county/MW"
COMP-079,Hockley Data Center,SF HOUH LLC,,,,operating,08/20/2024,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=SF HOUH LLC; occupant=SF HOUH LLC; operator=SF HOUH LLC; addr_guess=NA; verify county/MW
COMP-080,Horizon,IE US Development Holdings 3 Inc.,,,,operating,07/24/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=IE US Development Holdings 3 Inc.; occupant=IE US HARDWARE 3 LLC; operator=IE US Development Holdings 3 Inc.; addr_guess=NA; verify county/MW
COMP-081,Hutto Data Center Campus LLC,Google LLC,,,,operating,03/10/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Hutto Data Center Campus LLC; occupant=Design LLC; operator=Google LLC; addr_guess=NA; verify county/MW
COMP-082,Lancium Abilene Clean Campus,"Lancium LLC Lancium Abilene, LLC",,,,operating,05/26/2022,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Lancium LLC Abilene DC 1, LLC; occupant=Oracle America, Inc.; operator=Lancium LLC Lancium Abilene, LLC; addr_guess=NA; verify county/MW"
COMP-083,Lancium Abilene Clean Campus II,"Lancium Abilene, LLC",,,,operating,04/17/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Lancium Abilene, LLC; occupant=Lancium Abilene, LLC; operator=Lancium Abilene, LLC; addr_guess=NA; verify county/MW"
COMP-084,Lancium Abilene Clean Campus III,"Lancium LLC Lancium Abilene, LLC",,,,operating,01/28/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Abilene DC 3 LLC; occupant=Oracle America, Inc.; operator=Lancium LLC Lancium Abilene, LLC; addr_guess=NA; verify county/MW"
COMP-085,Lancium Abilene Clean Campus IV,"Lancium LLC Lancium Abilene, LLC",,,,operating,03/16/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Abilene DC 4, LLC; occupant=Oracle America, Inc.; operator=Lancium LLC Lancium Abilene, LLC; addr_guess=NA; verify county/MW"
COMP-086,Lancium Abilene Clean Campus V,"Lancium Abilene, LLC Lancium LLC",,,,operating,03/16/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Abilene DC 5 LLC; occupant=Oracle America, Inc.; operator=Lancium Abilene, LLC Lancium LLC; addr_guess=NA; verify county/MW"
COMP-087,Lancium Abilene Clean Campus VI,"Lancium Abilene, LLC Lancium LLC",,,,operating,03/16/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Abilene DC 6 LLC; occupant=Oracle America, Inc.; operator=Lancium Abilene, LLC Lancium LLC; addr_guess=NA; verify county/MW"
COMP-088,Lancium Abilene Clean Campus VII,"Lancium Abilene, LLC Lancium LLC",,,,operating,03/16/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Abilene DC 7 LLC; occupant=Oracle America, Inc.; operator=Lancium Abilene, LLC Lancium LLC; addr_guess=NA; verify county/MW"
COMP-089,Lancium Abilene Clean Campus VIII,"Lancium Abilene, LLC Lancium LLC",,,,operating,03/16/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Abilene DC 8 LLC; occupant=Oracle America, Inc.; operator=Lancium Abilene, LLC Lancium LLC; addr_guess=NA; verify county/MW"
COMP-090,Lancium Clean Campus - Childress 1,Lancium LLC,,,,operating,03/25/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Lancium LLC; occupant=Lancium LLC; operator=Lancium LLC; addr_guess=NA; verify county/MW
COMP-091,Lancium Clean Campus - Turkey 1,Lancium Turkey LLC,,,,operating,01/25/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Lancium Turkey LLC; occupant=Lancium Turkey LLC; operator=Lancium Turkey LLC; addr_guess=NA; verify county/MW
COMP-092,Lincoln Rackhouse,"Coreweave, Inc. Coreweave Compute Acquisition Co. II, LLC",,,,operating,03/21/2023,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=; occupant=Coreweave, Inc.; operator=Coreweave, Inc. Coreweave Compute Acquisition Co. II, LLC; addr_guess=NA; verify county/MW"
COMP-093,Meitner Data Center,"IP Meitner, LLC Design, LLC Google LLC",,,,operating,04/27/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=IP Meitner DTC, LLC; occupant=Google LLC; operator=IP Meitner, LLC Design, LLC Google LLC; addr_guess=NA; verify county/MW"
COMP-094,Microsoft Corporation (SAT09 - SAT13),Microsoft Corporation,,,,operating,12/15/2015,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Microsoft Corporation; occupant=Microsoft Corporation; operator=Microsoft Corporation; addr_guess=NA; verify county/MW
COMP-095,Microsoft Corporation (SAT 15-17),Microsoft Corporation,,,,operating,04/04/2023,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Microsoft Corporation; occupant=Microsoft Corporation; operator=Microsoft Corporation; addr_guess=NA; verify county/MW
COMP-096,Microsoft Corporation (SAT 80-85),Microsoft Corporation,,,,operating,03/31/2022,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Microsoft Corporation; occupant=Microsoft Corporation; operator=Microsoft Corporation; addr_guess=NA; verify county/MW
COMP-097,Microsoft Corporation (SAT 89-90),Microsoft Corporation,,,,operating,04/04/2024,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Microsoft Corporation; occupant=Microsoft Corporation; operator=Microsoft Corporation; addr_guess=NA; verify county/MW
COMP-098,Milam County Data Center,"Milam County DC, LLC",,,,operating,12/09/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Milam County DC, LLC; occupant=Milam County DC, LLC; operator=Milam County DC, LLC; addr_guess=NA; verify county/MW"
COMP-099,Nexus Data Centers,"Nexus Data Centers, LLC",,,,operating,07/21/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Nexus Data Centers, LLC Nexus Land Holdings, LLC Nexus Hubbard Power, LLC Nexus Data Centers Hubbard, LLC; occupant=Nexus Data Centers, LLC; operator=Nexus Data Centers, LLC; addr_guess=NA; verify county/MW"
COMP-100,Polmer LLC Data Center,Polmer LLC,,,,operating,02/11/2022,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Polmer LLC; occupant=Polmer LLC; operator=Polmer LLC; addr_guess=NA; verify county/MW
COMP-101,"Poolside Data Center, Pecos County I","Poolside LF Phase 1 DC OPS, LLC",,,,operating,10/23/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Poolside LF Phase 1 DC OPS, LLC; occupant=Poolside LF Phase 1 DC OPS, LLC; operator=Poolside LF Phase 1 DC OPS, LLC; addr_guess=NA; verify county/MW"
COMP-102,"Poolside Data Center, Pecos County II","Poolside LF Phase 2 DC OPS, LLC",,,,operating,03/06/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Poolside LF Phase 2 DC OPS, LLC; occupant=Poolside LF Phase 2 DC OPS, LLC; operator=Poolside LF Phase 2 DC OPS, LLC; addr_guess=NA; verify county/MW"
COMP-103,PowerCampus Dallas by Lancaster Data Center Campus LP,"Google, LLC",,,,operating,02/21/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Lancaster Data Center Campus LP; occupant=Design, LLC; operator=Google, LLC; addr_guess=NA; verify county/MW"
COMP-104,Project Goodnight,"GN DC1, LLC GN DC2, LLC",,,,operating,06/20/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=GN DC1, LLC GN DC2, LLC; occupant=GN DC1, LLC; operator=GN DC1, LLC GN DC2, LLC; addr_guess=NA; verify county/MW"
COMP-105,Project Watertower,"Yondr USA, LLC",,,,operating,03/24/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Redwood Dallas SPV, LLC; occupant=Yondr USA, LLC; operator=Yondr USA, LLC; addr_guess=NA; verify county/MW"
COMP-106,Pyote Data Center,DDH (North America) Inc.,,,,operating,07/11/2022,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=DDH (North America) Inc.; occupant=DDH (North America) Inc.; operator=DDH (North America) Inc.; addr_guess=NA; verify county/MW
COMP-107,Red Oak Texas Data Center,"Compass Datacenters, LLC",,,,operating,02/14/2022,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Compass Datacenters DFW IIIA, LLC Compass Datacenters DFW III, LLC Compass Datacenters DFW IIIB, LLC Compass Datacenters DFW IIIC, LLC Compass Datacenters DFW IIID, LLC Compass Datacenters DFW IIIE, LLC; occupant=Microsoft Corporation; operator=Compass Datacenters, LLC; addr_guess=NA; verify county/MW"
COMP-108,Red Oak Texas Data Center 2,"Compass Datacenters, LLC",,,,operating,03/14/2024,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Compass Datacenters DFW IIIJ, LLC Compass Datacenters DFW III, LLC Compass Datacenters DFW IIIF, LLC Compass Datacenters DFW IIIG, LLC Compass Datacenters DFW IIIH, LLC Compass Datacenters DFW III-I, LLC; occupant=Microsoft Corporation; operator=Compass Datacenters, LLC; addr_guess=NA; verify county/MW"
COMP-109,Riot Corsicana Data Center,"Riot Corsicana, LLC",,,,operating,08/22/2023,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Riot Corsicana, LLC; occupant=Riot Corsicana, LLC; operator=Riot Corsicana, LLC; addr_guess=NA; verify county/MW"
COMP-110,Riot Corsicana Data Center I,"Riot Platforms, Inc. Riot Corsicana Data Center I. LLC Riot Data Centers, LLC 3 Riot Corsicana, LLC",,,,operating,12/12/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Riot Platforms, Inc.; occupant=Riot Platforms, Inc.; operator=Riot Platforms, Inc. Riot Corsicana Data Center I. LLC Riot Data Centers, LLC 3 Riot Corsicana, LLC; addr_guess=NA; verify county/MW"
COMP-111,Riot Rockdale,"Riot Platforms, Inc. Whinstone US, Inc. Riot Data Centers, LLC",,,,operating,10/03/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Riot Platforms, Inc.; occupant=Riot Platforms, Inc.; operator=Riot Platforms, Inc. Whinstone US, Inc. Riot Data Centers, LLC; addr_guess=NA; verify county/MW"
COMP-112,Riot Rockdale Data Center 1,"Riot Platforms, Inc. Riot Rockdale Data Center 1 Riot Data Centers, LLC Whinstone, US, Inc.",,,,operating,11/18/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Riot Platforms, Inc.; occupant=Riot Platforms, Inc.; operator=Riot Platforms, Inc. Riot Rockdale Data Center 1 Riot Data Centers, LLC Whinstone, US, Inc.; addr_guess=NA; verify county/MW"
COMP-113,Sharka Data Center,Google LLC,,,,operating,10/01/2018,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Sharka LLC; occupant=Design LLC; operator=Google LLC; addr_guess=NA; verify county/MW
COMP-114,Spectrum Data Center,"Amazon Data Services, Inc.",,,,operating,05/21/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Amazon Data Services, Inc.; occupant=Amazon Data Services, Inc.; operator=Amazon Data Services, Inc.; addr_guess=NA; verify county/MW"
COMP-115,Sweetwater II,IE US DEVELOPMENT HOLDINGS 7 INC.,,,,operating,07/15/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=IE US DEVELOPMENT HOLDINGS 7 INC.; occupant=IE US HARDWARE 1 INC.; operator=IE US DEVELOPMENT HOLDINGS 7 INC.; addr_guess=NA; verify county/MW
COMP-116,Temple Data Center,Rowan Temple LLC,,,,operating,01/21/2026,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Rowan Temple LLC; occupant=Polmer LLC; operator=Rowan Temple LLC; addr_guess=NA; verify county/MW
COMP-117,TX11-12 Data Center,"Vantage Data Centers Management Company, LLC",,,,operating,11/05/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX11, LLC Vantage Data Centers TX12, LLC; occupant=Oracle America Cloud Services, LLC; operator=Vantage Data Centers Management Company, LLC; addr_guess=NA; verify county/MW"
COMP-118,TX21-22 Data Center,"Vantage Data Centers Management Company, LLC",,,,operating,11/05/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX21, LLC Vantage Data Centers TX22, LLC; occupant=Oracle America Cloud Services, LLC; operator=Vantage Data Centers Management Company, LLC; addr_guess=NA; verify county/MW"
